name,aggregationType,valueType,id,code
AHD TXNew Crypto TX,SUM,INTEGER_ZERO_OR_POSITIVE,GvK8O3GzNxq,
AHD TXNew Preemptive,SUM,INTEGER_ZERO_OR_POSITIVE,zia8Sbjd84G,
AHD TXNew Presumed Investigated,SUM,INTEGER_ZERO_OR_POSITIVE,U39hTqMtzf7,
AHD TXNew Presumed TB,SUM,INTEGER_ZERO_OR_POSITIVE,kRVTRl8haFG,
AHD TXNew Presumed TB Pos,SUM,INTEGER_ZERO_OR_POSITIVE,Qud5qKgMpc4,
AHD TXNew Started TB Treatment,SUM,INTEGER_ZERO_OR_POSITIVE,ZhYeMoZFtD3,
AHD TXNew TB Screen,SUM,INTEGER_ZERO_OR_POSITIVE,EHT1Sq3dqNa,
Amoxicillin100_BeginningBalance,SUM,INTEGER_ZERO_OR_POSITIVE,vyAkFfIXdRQ,
Amoxicillin100_ClosingStock,SUM,INTEGER_ZERO_OR_POSITIVE,uPUlN9MfsZs,
Amoxicillin100_CummulativeDispensed,SUM,INTEGER_ZERO_OR_POSITIVE,KJXk2jfToQa,
Amoxicillin100_CummulativeReceived,SUM,INTEGER_ZERO_OR_POSITIVE,DCzb4m2ZpBd,
Amoxicillin100_LossesAdjustments,SUM,INTEGER_ZERO_OR_POSITIVE,a93UdxABpRa,
Amoxicillin100_PhysicalCount,SUM,INTEGER_ZERO_OR_POSITIVE,jVqEcKsLhJe,
Amoxicillin100_Remarks,NONE,LONG_TEXT,L2ajFovFYZf,
Amoxicillin20_BeginningBalance,SUM,INTEGER_ZERO_OR_POSITIVE,f1Z4688rFnV,
Amoxicillin20_ClosingStock,SUM,INTEGER_ZERO_OR_POSITIVE,SpOoyS9vGWS,
Amoxicillin20_CummulativeDispensed,SUM,INTEGER_ZERO_OR_POSITIVE,qdYjIEP2TlU,
Amoxicillin20_CummulativeReceived,SUM,INTEGER_ZERO_OR_POSITIVE,e0DkeP3ZAn1,
Amoxicillin20_LossesAdjustments,SUM,INTEGER_ZERO_OR_POSITIVE,QbIVqFEkTPA,
Amoxicillin20_PhysicalCount,SUM,INTEGER_ZERO_OR_POSITIVE,IzxmxsjhRug,
Amoxicillin20_Remarks,NONE,LONG_TEXT,H67TNosTeCF,
ARVCOM Facility Comment1,SUM,LONG_TEXT,ZzZSaxmPycD,
ARVCOM Facility Comment2,SUM,LONG_TEXT,bdeJAz36SwZ,
ARVCOM Facility Comment3,SUM,LONG_TEXT,m40FyQwRXg5,
ARVCOM Facility User1,SUM,TEXT,z3HUhjNndoW,
ARVCOM Facility User2,SUM,TEXT,MjqdmrtS3c7,
ARVCOM Facility User3,SUM,TEXT,T9oN1omMIxL,
ARVCOM TA Comment1,SUM,LONG_TEXT,NI5bo2V4Dyo,
ARVCOM TA Comment2,SUM,LONG_TEXT,F8XUyM2XrFt,
ARVCOM TA Comment3,SUM,LONG_TEXT,cy9qN3Yu0QK,
ARVCOM TA User1,SUM,TEXT,WCXZ8EsNFOP,
ARVCOM TA User2,SUM,TEXT,esIquJUmWne,
ARVCOM TA User3,SUM,TEXT,VTfORvMROPg,
Azithromycin500_BeginningBalance,SUM,INTEGER_ZERO_OR_POSITIVE,nYHzC7DwIeK,
Azithromycin500_ClosingStock,SUM,INTEGER_ZERO_OR_POSITIVE,swcLfmSQT2Z,
Azithromycin500_CummulativeDispensed,SUM,INTEGER_ZERO_OR_POSITIVE,zKH1CkKn9SE,
Azithromycin500_CummulativeReceived,SUM,INTEGER_ZERO_OR_POSITIVE,gqbSjMNjZxk,
Azithromycin500_LossesAdjustments,SUM,INTEGER_ZERO_OR_POSITIVE,fBIjOLFbt3s,
Azithromycin500_PhysicalCount,SUM,INTEGER_ZERO_OR_POSITIVE,ZZyaaWxkcRA,
Azithromycin500_Remarks,NONE,LONG_TEXT,v6Iy5KHlgkN,
bfw_anc_f,SUM,INTEGER_ZERO_OR_POSITIVE,da52CX6DOHY,
bfw_anc_pwd,SUM,INTEGER_ZERO_OR_POSITIVE,eCPGmAI3plW,
bfw_cacx_f,SUM,INTEGER_ZERO_OR_POSITIVE,HaXVdZItDmi,
bfw_cacx_pwd,SUM,INTEGER_ZERO_OR_POSITIVE,R3CzCJ1r6k9,
bfw_hts_f,SUM,INTEGER_ZERO_OR_POSITIVE,Np1Cbqr15S2,
bfw_hts_m,SUM,INTEGER_ZERO_OR_POSITIVE,mwP1fgkzuCB,
bfw_hts_pwd,SUM,INTEGER_ZERO_OR_POSITIVE,y20CK7Ytzkc,
bfw_is_f,SUM,INTEGER_ZERO_OR_POSITIVE,d09Cu6JuGhP,
bfw_is_m,SUM,INTEGER_ZERO_OR_POSITIVE,DbHKUlafDav,
bfw_is_pwd,SUM,INTEGER_ZERO_OR_POSITIVE,QNeiE9sarMA,
bfw_pnc_f,SUM,INTEGER_ZERO_OR_POSITIVE,hEcYydBAyhT,
bfw_pnc_pwd,SUM,INTEGER_ZERO_OR_POSITIVE,gjP1caki4u6,
bfw_screened_dm_f,SUM,INTEGER_ZERO_OR_POSITIVE,Tv4KCHKB6KN,
bfw_screened_dm_m,SUM,INTEGER_ZERO_OR_POSITIVE,H8Fz46sr52j,
bfw_screened_dm_pwd,SUM,INTEGER_ZERO_OR_POSITIVE,OP0eds3hmwP,
bfw_screened_htn_f,SUM,INTEGER_ZERO_OR_POSITIVE,H0L7dhDxzHT,
bfw_screened_htn_m,SUM,INTEGER_ZERO_OR_POSITIVE,QEopTs5lQyA,
bfw_screened_htn_pwd,SUM,INTEGER_ZERO_OR_POSITIVE,qrBZoe5z4Rv,
bfw_sick_f,SUM,INTEGER_ZERO_OR_POSITIVE,qMdFxz9kfrE,
bfw_sick_m,SUM,INTEGER_ZERO_OR_POSITIVE,qchTLbZTcOM,
bfw_sick_pwd,SUM,INTEGER_ZERO_OR_POSITIVE,ISvrH0Regfz,
bfw_with_dm2_f,SUM,INTEGER_ZERO_OR_POSITIVE,p6hLqd7scND,
bfw_with_dm2_m,SUM,INTEGER_ZERO_OR_POSITIVE,znvEZQ5q8Y2,
bfw_with_dm2_pwd,SUM,INTEGER_ZERO_OR_POSITIVE,Lov0picBaL5,
bfw_with_dm_f,SUM,INTEGER_ZERO_OR_POSITIVE,rxJIDUuvXcJ,
bfw_with_dm_m,SUM,INTEGER_ZERO_OR_POSITIVE,V0g02Wqezwg,
bfw_with_dm_pwd,SUM,INTEGER_ZERO_OR_POSITIVE,AYQtLFC87II,
bfw_with_htn_f,SUM,INTEGER_ZERO_OR_POSITIVE,KzGSyh635JO,
bfw_with_htn_m,SUM,INTEGER_ZERO_OR_POSITIVE,uQjlHXRuPbc,
bfw_with_htn_pwd,SUM,INTEGER_ZERO_OR_POSITIVE,ksskL3mh1v1,
CACX clinic visit,SUM,INTEGER_ZERO_OR_POSITIVE,XPhILx6fNSE,
CACX Eligible,SUM,NUMBER,TosL9rzWC8k,
CACX Facility Comment1,SUM,LONG_TEXT,LyGMpNjj6w1,
CACX Facility Comment2,SUM,LONG_TEXT,MFru7ChZk8t,
CACX Facility Comment3,SUM,LONG_TEXT,F5HjZ7CTS6B,
CACX Facility User1,SUM,TEXT,HGMr7F2P6xs,
CACX Facility User2,SUM,TEXT,wnwm3GSALhz,
CACX Facility User3,SUM,TEXT,nGKOxHBIxKZ,
CACX HPV dose1,SUM,INTEGER_ZERO_OR_POSITIVE,uHNEY1clMcQ,
CACX HPV dose1 Ever,SUM,INTEGER_ZERO_OR_POSITIVE,eGvdA92hDzN,
CACX HPV dose2,SUM,INTEGER_ZERO_OR_POSITIVE,QDqz5g580pK,
CACX HPV dose2 Ever,SUM,INTEGER_ZERO_OR_POSITIVE,BFgCTZrteLi,
CACX HPV dose3,SUM,INTEGER_ZERO_OR_POSITIVE,xNThP2yPjdl,
CACX HPV dose3 Ever,SUM,INTEGER_ZERO_OR_POSITIVE,szJ5zVERm8R,
CACX Missed Opportunities,SUM,NUMBER,WDxET97z5wQ,
CACX positive huge lesion,SUM,INTEGER_ZERO_OR_POSITIVE,MALmjwdeyjm,
CACX positive huge lesion not treated,SUM,INTEGER_ZERO_OR_POSITIVE,RSbC2arUEkn,
CACX positive huge lesion treated,SUM,INTEGER_ZERO_OR_POSITIVE,NIjT9MprURm,
CACX positive huge lesion treated chemo,SUM,INTEGER_ZERO_OR_POSITIVE,u3GBXOQWvKi,
CACX positive huge lesion treated LEEP,SUM,INTEGER_ZERO_OR_POSITIVE,E22CUa25Yt4,
CACX positive huge lesion treated LEITZ,SUM,INTEGER_ZERO_OR_POSITIVE,QhOEYK9Dn10,
CACX positive huge lesion treated Other,SUM,INTEGER_ZERO_OR_POSITIVE,ffw8zwdTKbA,
CACX pos Lessions cryo,SUM,INTEGER_ZERO_OR_POSITIVE,HVZNDpXCXUJ,
CACX pos Lessions leep,SUM,INTEGER_ZERO_OR_POSITIVE,v2K3Be8fYsf,
CACX pos Lessions nointerv,SUM,INTEGER_ZERO_OR_POSITIVE,lprxSas7Hhw,
CACX pos Lessions thermo,SUM,INTEGER_ZERO_OR_POSITIVE,fGL2FbQI5zr,
CACX Posttreatment cryoin,SUM,INTEGER_ZERO_OR_POSITIVE,scmD7qycxY4,
CACX Posttreatment cryoout,SUM,INTEGER_ZERO_OR_POSITIVE,hABXXy49uOt,
CACX Posttreatment hlnointerv,SUM,INTEGER_ZERO_OR_POSITIVE,ZTdmaUYwf75,
CACX Posttreatment HPV neg,SUM,INTEGER_ZERO_OR_POSITIVE,Tm5VPT0iszm,
CACX Posttreatment HPV pos,SUM,INTEGER_ZERO_OR_POSITIVE,i5PZMhcTnx7,
CACX Posttreatment HPV suspect,SUM,INTEGER_ZERO_OR_POSITIVE,zlWj210yIZ1,
CACX Posttreatment leepin,SUM,INTEGER_ZERO_OR_POSITIVE,zhfKlYgm9O1,
CACX Posttreatment leepout,SUM,INTEGER_ZERO_OR_POSITIVE,q5A9X0xfVPS,
CACX Posttreatment lesionin,SUM,INTEGER_ZERO_OR_POSITIVE,ToiHTPK2NLi,
CACX Posttreatment lesionout,SUM,INTEGER_ZERO_OR_POSITIVE,qLYvXh6F5ko,
CACX Posttreatment neg,SUM,INTEGER_ZERO_OR_POSITIVE,ylWEUoy0dSC,
CACX Posttreatment nointerv,SUM,INTEGER_ZERO_OR_POSITIVE,YckDS1YnsYk,
CACX Posttreatment PAP neg,SUM,INTEGER_ZERO_OR_POSITIVE,x9w8NIXYus0,
CACX Posttreatment PAP pos,SUM,INTEGER_ZERO_OR_POSITIVE,x5waaJoLDwM,
CACX Posttreatment PAP suspect,SUM,INTEGER_ZERO_OR_POSITIVE,ViHKqXjT2Bm,
CACX Posttreatment pos,SUM,INTEGER_ZERO_OR_POSITIVE,fSHFwpYo2Bu,
CACX Posttreatment screentreatin,SUM,INTEGER_ZERO_OR_POSITIVE,uZzfaXU3zr9,
CACX Posttreatment Semvstapp,SUM,INTEGER_ZERO_OR_POSITIVE,qsJuOHgnSC1,
CACX Posttreatment suspect,SUM,INTEGER_ZERO_OR_POSITIVE,z8LhKEulU31,
CACX Posttreatment thermoin,SUM,INTEGER_ZERO_OR_POSITIVE,j6RN2xAwpR1,
CACX Posttreatment thermout,SUM,INTEGER_ZERO_OR_POSITIVE,ebCQCKcL6aF,
CACX Posttreatment VIA neg,SUM,INTEGER_ZERO_OR_POSITIVE,r5ggkvs2Bk0,
CACX Posttreatment VIA pos,SUM,INTEGER_ZERO_OR_POSITIVE,vqERpmurnda,
CACX Posttreatment VIA suspect,SUM,INTEGER_ZERO_OR_POSITIVE,VYecYdoSTMg,
CACX Referred for Treatment,SUM,NUMBER,mcenIAly5b2,
CACX Rescreen cryoin,SUM,INTEGER_ZERO_OR_POSITIVE,XT9VCMGe6Df,
CACX Rescreen cryoout,SUM,INTEGER_ZERO_OR_POSITIVE,J0knUuG85jc,
CACX Rescreen hlnointerv,SUM,INTEGER_ZERO_OR_POSITIVE,TRycVRRVnzy,
CACX Rescreen HPV neg,SUM,INTEGER_ZERO_OR_POSITIVE,xBRCfv0daQx,
CACX Rescreen HPV pos,SUM,INTEGER_ZERO_OR_POSITIVE,qhArP8YFZdZ,
CACX Rescreen HPV suspect,SUM,INTEGER_ZERO_OR_POSITIVE,UjFZNQUQjGH,
CACX Rescreen leepin,SUM,INTEGER_ZERO_OR_POSITIVE,bhQDfxBThUc,
CACX Rescreen leepout,SUM,INTEGER_ZERO_OR_POSITIVE,ISJOeSDrYME,
CACX Rescreen lesionin,SUM,INTEGER_ZERO_OR_POSITIVE,I67EhO5LShB,
CACX Rescreen lesionout,SUM,INTEGER_ZERO_OR_POSITIVE,GL93DmfU82g,
CACX Rescreen neg,SUM,INTEGER_ZERO_OR_POSITIVE,CbqaOoRRJk9,
CACX Rescreen nointerv,SUM,INTEGER_ZERO_OR_POSITIVE,vqNT6ltIGuJ,
CACX Rescreen PAP neg,SUM,INTEGER_ZERO_OR_POSITIVE,q8QIZ36XYZO,
CACX Rescreen PAP pos,SUM,INTEGER_ZERO_OR_POSITIVE,yFs4Vkok9Zx,
CACX Rescreen PAP suspect,SUM,INTEGER_ZERO_OR_POSITIVE,XsNAdiVXF6x,
CACX Rescreen pos,SUM,INTEGER_ZERO_OR_POSITIVE,as4c8gVM0E5,
CACX Rescreen screentreatin,SUM,INTEGER_ZERO_OR_POSITIVE,C5VOfgFTRjW,
CACX Rescreen Semvstapp,SUM,INTEGER_ZERO_OR_POSITIVE,YmNs61k7h1R,
CACX Rescreen suspect,SUM,INTEGER_ZERO_OR_POSITIVE,Tkckye9zlAe,
CACX Rescreen thermoin,SUM,INTEGER_ZERO_OR_POSITIVE,Z5gfSbemz5t,
CACX Rescreen thermout,SUM,INTEGER_ZERO_OR_POSITIVE,s1PYXYvCEoh,
CACX Rescreen VIA neg,SUM,INTEGER_ZERO_OR_POSITIVE,TOwtTiRsEhT,
CACX Rescreen VIA pos,SUM,INTEGER_ZERO_OR_POSITIVE,LeFDtr5BBBg,
CACX Rescreen VIA suspect,SUM,INTEGER_ZERO_OR_POSITIVE,XNYGpC93POh,
CACX Screen cryoin,SUM,INTEGER_ZERO_OR_POSITIVE,mWvDzG6hAnX,
CACX Screen cryoout,SUM,INTEGER_ZERO_OR_POSITIVE,UV8CHvAisuN,
CACX screen done,SUM,INTEGER_ZERO_OR_POSITIVE,saKTnzr3iL0,
CACX screen due,SUM,INTEGER_ZERO_OR_POSITIVE,DhFKBZISQXH,
CACX Screened,SUM,NUMBER,srxje97qXoI,
CACX Screened wthn1yr,SUM,INTEGER_ZERO_OR_POSITIVE,f0UCLc3f5QU,
CACX Screen hlnointerv,SUM,INTEGER_ZERO_OR_POSITIVE,gMR4myGJtAx,
CACX Screen HPV neg,SUM,INTEGER_ZERO_OR_POSITIVE,AzK0UbMMaIg,
CACX Screen HPV pos,SUM,INTEGER_ZERO_OR_POSITIVE,LHftZaFZRg6,
CACX Screen HPV suspect,SUM,INTEGER_ZERO_OR_POSITIVE,i6dJV9FAn0E,
CACX Screening Positive,SUM,NUMBER,U4GNBXz3wPg,
CACX Screen leepin,SUM,INTEGER_ZERO_OR_POSITIVE,FGG5Ewt1Ys0,
CACX Screen leepout,SUM,INTEGER_ZERO_OR_POSITIVE,dxOa5fSJUHo,
CACX Screen lesionin,SUM,INTEGER_ZERO_OR_POSITIVE,rPtdqSsr1Kl,
CACX Screen lesionout,SUM,INTEGER_ZERO_OR_POSITIVE,y1SeSrGKiKf,
CACX Screen neg,SUM,INTEGER_ZERO_OR_POSITIVE,fUzEtrqxjLz,
CACX Screen nointerv,SUM,INTEGER_ZERO_OR_POSITIVE,biYzs5T5a4Y,
CACX Screen PAP neg,SUM,INTEGER_ZERO_OR_POSITIVE,OljeDyKv1wD,
CACX Screen PAP pos,SUM,INTEGER_ZERO_OR_POSITIVE,f3YK2yF5SWx,
CACX Screen PAP suspect,SUM,INTEGER_ZERO_OR_POSITIVE,VtHJbDyIvwE,
CACX Screen pos,SUM,INTEGER_ZERO_OR_POSITIVE,niWaZfcnBJ7,
CACX Screen screentreatin,SUM,INTEGER_ZERO_OR_POSITIVE,NBow6teNpNi,
CACX Screen Semvstapp,SUM,INTEGER_ZERO_OR_POSITIVE,g6folBzCm0I,
CACX Screen suspect,SUM,INTEGER_ZERO_OR_POSITIVE,NiQwjBnZ2To,
CACX Screen thermoin,SUM,INTEGER_ZERO_OR_POSITIVE,NlcmV3XeROb,
CACX Screen thermout,SUM,INTEGER_ZERO_OR_POSITIVE,JjiSJ3gUslV,
CACX Screen VIA neg,SUM,INTEGER_ZERO_OR_POSITIVE,QCS6EHKUySL,
CACX Screen VIA pos,SUM,INTEGER_ZERO_OR_POSITIVE,DftQ4ufhamh,
CACX Screen VIA suspect,SUM,INTEGER_ZERO_OR_POSITIVE,sVVkwKS8ewO,
CACX staff CO,SUM,INTEGER_ZERO_OR_POSITIVE,JsjVoLyLIBi,
CACX staff Doctor,SUM,INTEGER_ZERO_OR_POSITIVE,Ah8zAeF7Km0,
CACX staff Nurse,SUM,INTEGER_ZERO_OR_POSITIVE,mJnF8RHs038,
CACX staff Other,SUM,INTEGER_ZERO_OR_POSITIVE,Y4ht1zD8rG3,
CACX suspect Cancer nointerv,SUM,INTEGER_ZERO_OR_POSITIVE,VUMfQAfwgXM,
CACX suspect Cancer referral,SUM,INTEGER_ZERO_OR_POSITIVE,rTQQsea5kDo,
CACX suspect Cancer treatedin,SUM,INTEGER_ZERO_OR_POSITIVE,Zol8TihbMbx,
CACX TA Comment1,SUM,LONG_TEXT,zpsSNJIP2GT,
CACX TA Comment2,SUM,LONG_TEXT,L00n28vQcX4,
CACX TA Comment3,SUM,LONG_TEXT,hMY0pzySTui,
CACX TA User1,SUM,TEXT,D9VQxxIez4T,
CACX TA User2,SUM,TEXT,saQHotyZIR0,
CACX TA User3,SUM,TEXT,hmcarUW7fVX,
CACX trained CO,SUM,INTEGER_ZERO_OR_POSITIVE,aMwpOy4kaTO,
CACX trained Doctor,SUM,INTEGER_ZERO_OR_POSITIVE,cJpfEdOyJTY,
CACX trained Nurse,SUM,INTEGER_ZERO_OR_POSITIVE,gnVMUmZWAkn,
CACX trained Other,SUM,INTEGER_ZERO_OR_POSITIVE,fgOMZps9evv,
CACX Treated,SUM,NUMBER,bYVm7UwGsmW,
CACX TX_Curr (25-49yrs),SUM,NUMBER,j6dx1dDhCOw,
CACX Weekly RRI Target,SUM,NUMBER,mKxvDO8nbQW,
CALHIV OVC enrolled,SUM,INTEGER_ZERO_OR_POSITIVE,Ml7NYiKXKJ9,
CALHIV VL results >1000 cps/ml,SUM,INTEGER_ZERO_OR_POSITIVE,WAYPhIbKghQ,
CALHIV VL results 200-399 cps/ml,SUM,INTEGER_ZERO_OR_POSITIVE,HgIA4DeaQ2Q,
CALHIV VL results 400-999 cps/ml,SUM,INTEGER_ZERO_OR_POSITIVE,Q6VxmC2s5p7,
CALHIV VL results 50-199 cps/ml,SUM,INTEGER_ZERO_OR_POSITIVE,LzOUvjHeCJ6,
CALHIV VL results <50 cps/ml,SUM,INTEGER_ZERO_OR_POSITIVE,drPzGt4oxhG,
Caliberatedrape_BeginningBalance,SUM,INTEGER_ZERO_OR_POSITIVE,lQyJ6Ikfyf7,
Caliberatedrape_ClosingStock,SUM,INTEGER_ZERO_OR_POSITIVE,gY6dJyWDzk5,
Caliberatedrape_CummulativeDispensed,SUM,INTEGER_ZERO_OR_POSITIVE,XrxN2gJS80y,
Caliberatedrape_CummulativeReceived,SUM,INTEGER_ZERO_OR_POSITIVE,krFiUGGveIq,
Caliberatedrape_LossesAdjustments,SUM,INTEGER_ZERO_OR_POSITIVE,teHg7Beh4Qp,
Caliberatedrape_PhysicalCount,SUM,INTEGER_ZERO_OR_POSITIVE,HZ90fipr437,
Caliberatedrape_Remarks,NONE,LONG_TEXT,sxCOUtrgIYV,
Carbetocin100_BeginningBalance,SUM,INTEGER_ZERO_OR_POSITIVE,TZLSB8GKoSO,
Carbetocin100_ClosingStock,SUM,INTEGER_ZERO_OR_POSITIVE,vOawngUyB15,
Carbetocin100_CummulativeDispensed,SUM,INTEGER_ZERO_OR_POSITIVE,phb4DK7k3jq,
Carbetocin100_CummulativeReceived,SUM,INTEGER_ZERO_OR_POSITIVE,ConeuK5VSqa,
Carbetocin100_LossesAdjustments,SUM,INTEGER_ZERO_OR_POSITIVE,HplgXzGIZeN,
Carbetocin100_PhysicalCount,SUM,INTEGER_ZERO_OR_POSITIVE,rI6mBx0bgVM,
Carbetocin100_Remarks,NONE,LONG_TEXT,S4r12xANiqm,
Children Elicited,SUM,NUMBER,AzsAmUisiJi,
Children Eligible,SUM,NUMBER,pc86gNlQZR7,
Children Eligible but not tested,SUM,NUMBER,hvTOsb2Qnub,
Children Known Positives,SUM,NUMBER,oiapDyJhLxe,
Children Negative - Not Eligible,SUM,NUMBER,rbDtu6VZ7QZ,
Children Newly Identified Positive,SUM,NUMBER,XHG7MIVXnke,
% Children Tested,SUM,NUMBER,THcZIL6T5AF,
Children Tested,SUM,NUMBER,LroUOhojuAx,
CLAHIV Reported on ART <19 Years,SUM,INTEGER_ZERO_OR_POSITIVE,qTUh4bZQu58,
CLAHIV Reported on ART <19 Years Indexed,SUM,INTEGER_ZERO_OR_POSITIVE,swW5O2lvTQV,
CLAHIV Reported on ART <19yrs/BiologicalSiblings/KnownHIVStatus,SUM,INTEGER_ZERO_OR_POSITIVE,G4fszdruyVX,
CLAHIV Reported on ART <19yrs/BiologicalSiblings/Total,SUM,INTEGER_ZERO_OR_POSITIVE,Qa39kDj6Mkj,
CLAHIV Reported on ART <19yrs/BiologicalSiblings/UnknownHIVStatus,SUM,INTEGER_ZERO_OR_POSITIVE,hc8lQjp7yFI,
"Clients Disengagment (Missed app.,Defaulters &LTFU) (Surge): Actual Visits",SUM,INTEGER_ZERO_OR_POSITIVE,ojV9T6yMhrl,
"Clients Disengagment (Missed app.,Defaulters &LTFU) (Surge): No. Brought Back",SUM,INTEGER_ZERO_OR_POSITIVE,MVaRDXFYTFw,
"Clients Disengagment (Missed app.,Defaulters &LTFU) (Surge): Target to bring Back",SUM,INTEGER_ZERO_OR_POSITIVE,AxfXqnIH83H,
Clinic Visits for ART Clients (Surge): Booked/Scheduled,SUM,INTEGER_ZERO_OR_POSITIVE,MRmAdviAc2S,
Clinic Visits for ART Clients (Surge): Honoured,SUM,INTEGER_ZERO_OR_POSITIVE,DAyHdtvnIQB,
Clinic Visits for ART Clients (Surge): Unscheduled,SUM,INTEGER_ZERO_OR_POSITIVE,yDJQDRU9EKq,
Contacts Eligible,SUM,NUMBER,uhZJZaExt8f,
Contacts Eligible but not tested,SUM,NUMBER,AruznAAqwMP,
C&T (facility) - ART Regimen Monitoring :TX_CURR_ on 1st line,SUM,INTEGER_ZERO_OR_POSITIVE,zZGNba5d34c,
C&T (facility) - ART Regimen Monitoring :TX_CURR_ on 2nd line,SUM,INTEGER_ZERO_OR_POSITIVE,F0xtjHxDZ2e,
C&T (facility) - ART Regimen Monitoring :TX_CURR_ on 3rd line,SUM,INTEGER_ZERO_OR_POSITIVE,Pk1PMmG4ml7,
CT Facility Comment1,SUM,LONG_TEXT,tMSA7076BBy,
CT Facility Comment2,SUM,LONG_TEXT,kwPSXBeHL4s,
CT Facility Comment3,SUM,LONG_TEXT,XHh6Wtc7nIC,
C&T (facility) -MMD: Actual 6 Month Drugs Dispensed (MMD),SUM,INTEGER_ZERO_OR_POSITIVE,UlVZUNvRjIs,
C&T (facility) -Monthly Cause of Mortality among ART Clients :COD- Cancer,SUM,INTEGER_ZERO_OR_POSITIVE,RlKpuE0qv0q,
C&T (facility) -Monthly Cause of Mortality among ART Clients :COD- Non Natural Causes,SUM,INTEGER_ZERO_OR_POSITIVE,Lw7SrH10igs,
C&T (facility) -Monthly Cause of Mortality among ART Clients :COD- Other HIV Disease,SUM,INTEGER_ZERO_OR_POSITIVE,ZnmeKVBraIA,
C&T (facility) -Monthly Cause of Mortality among ART Clients :COD- Other Natural Causes,SUM,INTEGER_ZERO_OR_POSITIVE,hgV3WXdiPbZ,
C&T (facility) -Monthly Cause of Mortality among ART Clients :COD- TB,SUM,INTEGER_ZERO_OR_POSITIVE,LIvYFVNx00M,
C&T (facility) -Monthly Cause of Mortality among ART Clients :COD- Unknown Causes,SUM,INTEGER_ZERO_OR_POSITIVE,yrERSv923Qh,
C&T (facility) -Mothly Net Gain Analysis: Died this Month,SUM,INTEGER_ZERO_OR_POSITIVE,DrtGJ1cgA3J,
C&T (facility) -Mothly Net Gain Analysis: Interruption of Treatment for clients on ART for 3-5 months,SUM,INTEGER_ZERO_OR_POSITIVE,xRzBCfOhYJl,
C&T (facility) -Mothly Net Gain Analysis: Interruption of Treatment for clients on ART for <= 3 months,SUM,INTEGER_ZERO_OR_POSITIVE,Gg3ZzBADtz8,
C&T (facility) -Mothly Net Gain Analysis: Interruption of Treatment for clients on ART for > 3 months,SUM,INTEGER_ZERO_OR_POSITIVE,Cn2q8OMIHDD,
C&T (facility) -Mothly Net Gain Analysis: Interruption of Treatment for clients on ART for 6+ months,SUM,INTEGER_ZERO_OR_POSITIVE,hsZMyFsgyPQ,
C&T (facility) -Mothly Net Gain Analysis Previously lost in Previous Month(s) this quarter but Returned to Treatment this month (TX_RTT) for: 3-5 months,SUM,INTEGER_ZERO_OR_POSITIVE,BIAsUuqs0HE,
C&T (facility) -Mothly Net Gain Analysis Previously lost in Previous Month(s) this quarter but Returned to Treatment this month (TX_RTT) for: <= 3 months,SUM,INTEGER_ZERO_OR_POSITIVE,sIMWnblbv93,
C&T (facility) -Mothly Net Gain Analysis Previously lost in Previous Month(s) this quarter but Returned to Treatment this month (TX_RTT) for: 6+ months,SUM,INTEGER_ZERO_OR_POSITIVE,EMv733KayXg,
C&T (facility) -Mothly Net Gain Analysis: Stopped Treatment this month,SUM,INTEGER_ZERO_OR_POSITIVE,HjRScpxwVQn,
C&T (facility) -Mothly Net Gain Analysis: Transfer Outs this month,SUM,INTEGER_ZERO_OR_POSITIVE,YX65zEg6s5R,
C&T (facility) -Mothly Net Gain Analysis: Transfers - In this month,SUM,INTEGER_ZERO_OR_POSITIVE,vODolOs8eBi,
C&T (facility) -Qaurterly  Net Gain Analysis: Interruption of Treatment for clients on ART for 3-5 months,SUM,INTEGER_ZERO_OR_POSITIVE,hXOVnI4kxMw,
C&T (facility) -Qaurterly  Net Gain Analysis: Interruption of Treatment for clients on ART for 6+ months,SUM,INTEGER_ZERO_OR_POSITIVE,Z0IYINM6VhS,
C&T (facility) -Qaurterly Net Gain Analysis Previously lost in Previous Month(s) this quarter but Returned to Treatment this month (TX_RTT) for: 3-5 months,SUM,INTEGER_ZERO_OR_POSITIVE,iIfUvvXfjwk,
C&T (facility) -Qaurterly Net Gain Analysis Previously lost in Previous Month(s) this quarter but Returned to Treatment this month (TX_RTT) for: <= 3 months,SUM,INTEGER_ZERO_OR_POSITIVE,tHCIvnB7E0w,
C&T (facility) -Qaurterly  Net Gain Analysis Previously lost in Previous Month(s) this quarter but Returned to Treatment this month (TX_RTT) for: 6+ months,SUM,INTEGER_ZERO_OR_POSITIVE,Z31O7DN1hzZ,
C&T (facility) -Qaurterly Net Gain:Died this Quarter,SUM,INTEGER_ZERO_OR_POSITIVE,XrggqX9TBqN,
C&T (facility) -Qaurterly Net Gain:Interruption of Treatment for clients on ART for <= 3 months,SUM,INTEGER_ZERO_OR_POSITIVE,gseJbwW9rUF,
C&T (facility) -Qaurterly Net Gain:Interruption of Treatment for clients on ART for > 3 months,SUM,INTEGER_ZERO_OR_POSITIVE,OzJwH3kf2kY,
C&T (facility) -Qaurterly Net Gain:Missed Appointments/Defaulters (0-28 days),SUM,INTEGER_ZERO_OR_POSITIVE,tpVzzOVQp3B,
