Facility_ID,Facility_Name
VCGBe3lXn4D,Gaitu Medical Clinic
Eh8R1mqFRKL,Gakanga Dispensary
wpzFaD5rUsJ,Gakawa Dispensary
OWzmQu4aMo8,Gaketha Dispensary
UalYYHsdiiR,Gakira Family Health Care
LlARqEsp8AO,Gakira Family Healthcare limited
kJRxeBuqysq,Gakira Medical Clinic
OE0zwO4fbe2,Gakirwe Dispensary
N77UkGoiY0M,Gakoe Health Centre
ZAh3Z32unZx,Gakoromone Dispensary
X6HwyJnFOoB,Gakoromone Medical Clinic
igRDScs4ct8,Gakurungu Dispensary
oBjfZoeDfgn,Gakurwe Dispensary
xQydxFOkeOq,Gakurwe Health Services
clPdckyhPc9,Gakwegori Cottage Nursing Home
gzQdMyU9hFv,Galaxy Medical Centre
vJIFLeEeepo,Galaxy Medicare Consultants Ltd
IySCUcTUhjm,Galilee Hospital Kitale
pij05SlOjYF,Galilee Medical Clinic
t1wP7E3xPeP,Galileo Family Health Services & Clinic Limited
VBYPrzNeuQz,Galili Dispensary
HSAA09SDTKi,Galmagalla Health Centre
VHKcly0wwtZ,Galmagalla Nomadic Clinic
N83ZrbzNkJT,Gama Medical Clinic
tfYY5Gk4vHH,Gamba Medical Clinic
JvU4tcUsPOV,Gambogi Medical Centre
ppOrCH3WtT8,Gamei Dispensary
LcbKtIpSxFP,Ganda Dispensary
ueAWblfp1Km,Gandini Dispensary
cYrHrtCUWDR,Gandini Dispensary (Kinango)
KSPLbADB3Lv,Gangara Dispensary
YAl3loJsyr9,Gangu Dispensary
lr9UnR5a0rN,Ganja La Simba Dispensary
WEHmigPlvwu,Ganjoni Hospital
Fpmgi0w06pP,Gankere Dispensary
c2tD448Pa2f,Ganyure Dispensary
OZzaTu0NyK2,Ganze Health Centre
UWAZqYxZnoI,Garabey Dispensary
SqO6tJoEOCP,Garashi Dispensary
ycopTf0WqXO,Garbatulla District Hospital
GHwNJfuKAmm,Garden Park Medical Centre
XNcgPqfMGhb,Garden Specialist Hospital
UeH6G4BMZrn,Gari Despensary
FG0txxsfiCw,Gari Dispensary
jQSE1sHVtRp,Garissa Beyond Zero Mobile Clinic
eOwcPUHIpgE,Garissa County Referral Hospital
K6oRLfG2iYx,Garissa Doctors Clinic
aEyBjqE1A2p,Garissa GK Prison Medium
DZPdpHEkNMM,Garissa Mother and Child Care Nursing Home
t3cvedAnAuJ,Garissa Nursing Home
rqYkvgwCzSU,Garissa Nursing Home Annex
U1NOVTWLPgk,Garissa University College Dispensary
WuF1WKI9kWq,Garlands Medical Center
cwHl6YXEmnk,Garlands Medical Centre
y9iW4VkPbGw,Garrison Health Centre
B7XYbhJy8oS,Garsen Health Centre
gFqtEKN9rtj,Garseqoftu Dispensary
uViy1cbqGgp,Gastro &Liver Centre
rtH6GDmikh7,Gatab Health Centre
omgVSPJzHLT,Gataka Dispensary
U2KRWMqlhJQ,Gatamaiyo Dispensary
npJp8ZCsZJx,Gatamu Medical Clinic
LkV5kJMdakx,Gatanga Dispensary
UomBzYdaa0B,Gatangara Dispensary
Sb5A7vnMMCo,Gatankene Dispensary
SFjHKmBnUQl,Gatara Health Centre
JfanPlPxNKE,Gategi Health Centre
QSBdWpfSrPb,Gatei Dispensary
fdkiZWf9Moi,Gates of Hope Family Healthcare
yM0pXf5TbCu,Gateway Health Care Thome
xp3DafdIuCL,Gateway Health Services
gi3ckvNGdWj,Gateway Pediatric Medical Clinic
ULXDMBwYktJ,Gateways Medical Clinic
jWJYVD5TYkn,Gathaithi Dispensary
etXhjqfVKce,Gathaithi Nyeri Dispensary
ZcNH8iNquIL,Gathambi Health Centre
wOcT7C4Gqzh,Gathanga Health Centre
PSEIjVWiDf1,Gathangari Dispensary
d7LVe4aXZQQ,Gathanji Dispensary
s6wdD06vjoW,Gathanji Medical Clinic
LbjgDaDXJRa,Gathara Dispensary
p5wxfCVqD12,Gathehu Dispensary
PgHCaUq49vN,Gatheru Dispensary
ehpr8xAbdML,Gathigiriri Health Centre
ZhLMW5vxOrJ,Gathiruini (PCEA) Dispensary
pY1IOuOcdMZ,Gathuine Dispensary
jv1ksxlUZNP,Gathumbi Dispensary
WIIcLS6CmtM,Gathuthuma Dispensary
hQAGKjjq39S,Gatiaini Dispensary
AagM6cS5ef7,Gatimbi Health Centre
ZrbT5OAObu6,Gatimbi Medical Clinic
tDcZcQAr9Th,Gatimu Dispensary
RPNI2yciVPb,Gatimu Health Centre
I9x3IXwZfm5,Gatina Dispensary
WWGEdn2AVku,Gatina Dispensary(Dagoretti)
WYcO6idVWhZ,Gatina United Clinic
S9A8ILR4ER4,Gatiruri Dispensary
IXiFtNKHo5f,Gatithi Dispensary
h1ZhIZUH0Vp,Gatitu Dispensary
HiSkD51XNEw,Gatondo Dispensary (Kipipiri)
Rvc83wul8dL,Gatondo Dispensary (Nyeri North)
t8xICSl4baF,Gatondo Dispensary (Wanjohi)
KIMVEsywQYd,Gatuamba Medical Clinic
T5aOhJBGsf8,Gatuanyaga Dispensary
xIn6IJE9BqX,Gatugi Mission Dispensary
HV9owPu2Mtl,Gatugura Dispensary
PsRWALykkzZ,Gatugura Medical Clinic
Ec7pVqlElYt,Gatukuyu Medical Clinic
YF2UQdQScMR,Gatumbi (SDA) Dispensary
rQVKkKCzAsB,Gatumbi Dispensary
OL0ycry8fQt,Gatumbi Dispensary GOK
WrZYJH3y1Fh,Gatundu District Hospital
HgEHx7HWGXS,Gatunduri Dispensary
cmay4WXRmhA,Gatunga Health Centre
gTC4YDSbhb6,Gatunga Model Health Centre
dUO3G9O89X7,Gatunyu Dispensary
BfXev56jWm1,Gatura (PCEA) Dispensary
KKndGuWgx1c,Gatura Healh Centre
s24GG1kFkTQ,Gaturi Catholic Parish Dispensary
ffR1oEdUJn3,Gaturi Dispensary
EKku6SnmS0c,Gaturi Medical Clinic
adNHBMYg2bY,Gatuta Dispensary
SuMdcd5YAWi,Gatuto Dispensary
z2mUb7LoG8N,Gatuune Dispensary
P5ch5Q3EGnj,Gatwe Clinic Dispensary
hgw0Ex2Rcme,Gatwe Health Centre
hUPEznkDZAG,Gatwekera B Dispensary
fNFnpjIy5Li,Gatwikera (Msf Belgium) Medical Clinic
SUXLzrbnafk,Gawa Medical Clinic
j6Rw3jybLdO,Gazi Bay Medical Clinic
qBB1w2J5PKa,Gazi Bay Medical Clinic(Kwale)
L7IMaRobAY4,Gazi Dispensary
otwzajK9xT1,Geca Medical Clinic
mf6nN4SMwfH,Gede Community Medical Centre
FkB4lcoQfnz,Gede Health Centre
GYMWyNreugZ,Gede Medical Clinic
sdxPPp6dKuB,Gedian Family Healthcare
FD68NN5ijkw,Gedian Family Healthcare
xQdCPL3bqRC,Gedmed Medical Center and Nursing Home Sega
dYAMfZ4MYug,Gedmed Medical Centre & Nursing Home Siaya - Mwisho Mwisho
FRCpdcj6qow,Gekano Health Centre
pJrB82hN1nt,Gekonge Dispensary
ikGemlnoQXc,Gelegele Health Centre
n69slLZD3v3,Geltrude Health Centre
Z7Lf1n3Fcpi,Gemifa Medical Clinic
WvUvCMh9l26,General Medical Clinic
pvJgw6e8lw1,General Medical Laboratory
Fcg1T0jNb7M,Generation Afya  Centre
HA0QklBlZb4,Generation Medical Clinic/Lab
zmGrtB4VTii,Genesis Clinic
N1MIQri7WqF,Genesis Clinic (Imenti North)
RWNG7PKXIpd,Genesis Clinic (Kirinyaga)
AcnGBFq9vxQ,Genesis Community Bamako Initiative
H6cONvYDLYB,Genesis Medical Clinic
O6lEKGIGrUv,Genesis Medicare
TYpMgYxKQZ0,Genessaret Clinic
VzGlEN7m5SU,Genus Ruiru Family Hospital
gqRfM59p2Ql,Genvis Medical Center
nNQPzykIYnK,Geokings Unique Medical Clinic
naYZZafBv4a,George Faraji Dispensary
nEYC94V1jhr,George Medical Clinic
Tkx50aupWkz,George Mudenyo Kadima Nasio Trust (Mumias West)
Nunss55wMe7,Geothermal Development Company Medical Clinic
kNUAl4Y32od,Geri True Care Eye Services
W23gnjM12u0,Gerille Health Centre
MzCL8JfJrqp,Gertrude Komarock Clinic
O2bZjwm1QBr,Gertrude's Children Hospital Clinic (Thika Road)
a6Xkm2Rpvnl,Gertrudes Chidrens Clinic (Ongata Rongai)
Qkp5sifwjyg,Gertrudes Chiildren Clinic (Pangani)
WIlGJWOtt5i,Gertrudes Children Clinic (Kitengela)
pbFn6eCTh2q,Gertrudes Children Hospital
qVdfs89KFmA,Gertrudes Children Hospital Syokimau
OZJT0X1nuH3,Gertrudes Children Hospital Syokimau
N2RLMr8xgpN,Gertrudes Children's Hospital (Ruaka)
PpQmurYqrCk,Gertrudes Childrens Hospital
yECESmiiFvE,Gertrudes Childrens Hospital Clinic (Junction Mall)
eNktKsn5A7q,Gertrudes Garden Children Hospital-Westlands
mZSwme44h7b,Gertrudes Othaya Road Dispensary
hLbDRJpWwiR,Gesabakwa Health Centre
SLYEU6SItMd,Gesima Health Centre
beSdaPe8i3e,Gesuguri Dispensary
m89qfTlNWC1,Gesure Dispensary (Sameta)
tJVeZDtaAeT,Gesure Health Centre (Manga)
jjB3t9QR37q,Gesusu (SDA) Dispensary
EaAOtVISoLP,Gesusu Sub-County Referral Hospital
La4FiUTG0Ed,Geta Bush Health Centre
LktJ3WwqjGL,Geta Dispensary
VEr02X2wAla,Geta Dispensary (Masaba)
mC4qkTGiah3,Geta Forest Dispensary
uEPQZnL7LW0,Geta Health Centre
NBY4aWV1ICl,Geta Mocha Dispensary
nt3hEvSThtX,Getambwega Dispensary
TjAizB1Q3zr,Getare Health Centre
oTQ1D3GoQBi,Getarwet Dispensary
CtENdfnByVo,Getembe Annex Frankstone Hospital
UcO78fKkZc3,Getembe Dispensary
u6wKqx9dqe2,Getembe Hospital
BsJUBhN3LWY,Getembe Hospital Kenyara Medical Centre
J2RRsOjodYB,Getende Nursing Home
Sqb2l0ZjprN,Geteni Dispensary
egBVNGnXnbY,Geteri Dispensary
MintNslbKTX,Gethsemane Garden Mission Hospital
r8x9znndcXD,Getiesi Health Centre
NYWB8T4Ff7s,Getong'anya Dispensary
BSIVRetkq9o,Getongoroma Dispensary
tRNaL67wHjf,Getongoroma Health Centre
skdrXoGVbgo,Getontira Clinic
oCIzqlJOqC5,Getrude Donholm Clinic
AT1TM0jgFh4,Getrude Embakasi Clinic
BABpe2afOR5,Getrudes Children's Hospital
SLAcbpzYjLr,Getrudes Childrens Hospital (Thika)
ScEXj8hWn4w,Getrudes Hospital (Nairobi West Clinic)
K6QdOgc9mSJ,Getrudes Mathare Outreach Clinic
IGVlXhopFBb,Getwell Medical Clinic
M2i3nLQV5lC,Geva Family Health Services
wt82nplSMIL,Ghazi Dispensary
DHhvKF17jGH,Giachuki Medical Clinic
ptHepSWEFUb,Giakaibei Catholic Dispensary
cKlXUYEzJZW,Giaki Clinic
pti6tGt9YYZ,Giaki Sub-District Hospital
H1P1SJP2Sqk,Gianchere Dispensary
foKJoeEplXv,Gianchore Health Centre
H6GuF8E08rO,Gianchuku Dispensary
G6IrgbzCPQp,Gianni Healthcare Medical Centre
cJHgfAqd2VZ,Giatega Health Care
pFTiuzSPACf,Giathanini Dispensary
EXU7tMZZkA3,Giatunda Dispensary
eRAOFBm0YHQ,Giatutu Dispensary
OFjYKdKKIAW,Gibea Medical Centre
TJ7kmj9PYLF,Gibea Medical Clinic
usTayxObuBo,Gichagi Dispensary
Z0EigPWANJi,Gichagini Dispensary
pAUPoPzZnVJ,Gichago Dispensary
BEc7rrWP41t,Gicharani Catholic Dispensary
dkByYH1srjz,Gichemm Med Care
t5xZIr6qjd3,Gichiche Dispensary
JWSHmk8XVoB,Gichiche Health Centre
P8rUpO68Pqx,Gichiche Medical Clinic
suwoJuHlA2b,Gichira Health Centre
bX2XYDPTsAj,Gichobo Dispensary
el8CMdkP8rZ,Gichungo Dispensary
HdbugkfTIcQ,Gichuru Dispensary
SsqBPOys1pU,Gichuru Medical Clinic
e8uY6XA82Dq,Gidagadi Dispensary
ZttkWpfwQA7,Gidema Digital Healthcare Clinic
RsiWBZOvwow,Gietai (AIC) Dispensary
G41ZXYfQ4U6,Gift Medical Clinic
mJfPSpWYk5F,Gift Medical Clinic
zs5foPEMMc6,Gift Medical Clinic
iO8vzx4nfzq,Gifton's Medical Clinic
bk7P5CBeokU,Gifton's Medical Clinic
XCVmHiagx5e,Giika Dispensary
HJmMR6P3mMG,Giithu Dispensary
jC3YGAZ9GXB,Gikambura Health Centre
Ah7jwVVi3jk,Gikambura Medcare Clinic
S32EDMaYo9n,Gikiiro Dispensary
zTKETkHsEA2,Gikoe Dispensary
YH2dza9owSW,Gikoe Medical Clinic
FjlZjdH7xkn,Gikomora Dispensary
pUcL23obDlW,Gikono Dispensary
oIIfRe93pdC,Gikui Health Centre
TlGQ7vfe1G4,Gikumene Menga Medical Clinic
zfqAmq4oZqn,Gikuuri Dispensary (CDF)
tABOPfkwdMz,Gil Medical Clinic
Otz2EPQEIOq,Gilead Pharmaceuticals Ltd
eDacu7icvAw,Gilgil Astu Dispensary
oBXRZWKhR3q,Gilgil Beyond Zero Mobile Clinic
KGJlOICvFl8,Gilgil Center of Hope (Hope World Wide Kenya)
Jw7TEPGoDvG,Gilgil Community Medical Clinic
v185ouPmgIT,Gilgil Health Care Medical Centre
SDsSjTkZrZ9,Gilgil Military Regional Hospital
dx6XwBdUB2q,Gilgil Sub County Hospital
XWvfQ69Rn10,Gingo Dispensary
AWhhHZkkRip,Gionsaria Health Centre
q7AnJKgxgWe,Gionseri SDA Dispensary
mztXSGcthsz,Giovanna Dispensary
IrAwqGGDUVy,Girango Dispensary
VXqTYwgQvHx,Giriama Mission Dispensary
xa8ZMxIarv6,Giribe Dispensary
Z2ZDRw5kZ1I,Girigiri Dispensary
TtnkVJt82Qt,Girissa Dispensary
UXpnlt136Fm,Gisage Dispensary
ngqqwzhuvjL,Gita Sub County Hospital
TFBO2PihWGh,Gitamaiyu Medicare Center
dJb4wCemtCW,Gitaraka Dispensary
uM8n4TH9L8O,Gitare Dispensary
BgBiT2A6LJI,Gitare Dispensary (Embu)
xPIE2QUchap,Gitare Health Centre (Gatundu)
i1mOAp2jiqP,Gitaro Dispensary
wzU1yjuhIQp,Gitaru Clinic
sKaurG7k2MX,Gitata Medical Clinic
d3wrw2GoCmx,Gitathi Dispensary
q1NIpuosEJn,Gitauga Dispensary
jmcJUOnTpCH,Gitaus Neema Medical Clinic
Qduvw4iPve5,Gitegi Medical clinic
JgviApR7wWT,Gitero Dispensary
H7UhEhDlhvD,Githabai Dispensary
We6UKrOBqml,Githagara Health Centre
ONglAZfWqs0,Githakwa Dispensary
PcEkQKny0Gd,Githambo Dispensary
gFBRS6tP4Aq,Githanga (ACK) Dispensary
ltFpLKz6EC2,Githebwini Dispensary
efB1pCkQL0b,Gither Dispensary
oUROhsAxbJE,Githiga Dispensary
SZgImyX0tp9,Githiga Health Centre
wXCe90OC0Tk,Githiga Midways Clinic
XXuzcQzWwpx,Githiga Private Medical Clinic
l7RRXDS1pbv,Githima Dispensary
i979WT12Mf5,Githima Dispensary
EgSC5KLwfwN,Githima Dispensary
ncBiA0Oz1eq,Githima Dispensary(Kuresoi)
dD7pwnNjXuq,Githima Medical Clinic
M2BkdXX873O,Githiriga Dispensary
gr1400eJD4s,Githirioni Dispensary
bGUaAhlsRqp,Githogoro Runda Baptist Clinic (Getrudes Nairobi)
XFmkizVkihs,Githongo District Hospital
frB1uZ5eBZV,Githuani (ACK) Dispensary
MgCth6rPmHG,Githuci Dispesary
oau2wlYZlO3,Githumu Hospital
k0Wqw0x7F4V,Githunguri Dispensary
tJ1uLbhIVum,Githunguri Dispensary
rg99yzExwVO,Githunguri Health Centre
oywqPDtNrTb,Githunguri Health Centre (Ruiru)
AvZG82YETEp,Githunguri Health Services Clinic
wZIjfTwwfbr,Githunguri Heathwatch Clinic
NLAawIYNw1j,Githunguri Medical Clinic
MfyajFElghr,Githunguri Medical Plaza Clinic
muNHooBDotf,Githurai 44 Health Centre
P14lrYCAZfX,Githurai Axislab Med Clinic
F1xjKcsS3sI,Githurai Community Clinic
bXLB3ZQDFQa,Githurai Health Care Medical Clinic
x9hGRq2zvep,Githurai Medical dispensary
q6q6rIg7DCT,Githurai VCT
qYNEnVwjVVr,Githuya Dispensary
b8l5Xhu0FxL,Gitiha Dispensary
rjds3Jj4nfX,Gitima-ini Dispensary
aQsEI0YLC5u,Gitimaini dispensary
DFCJo7IzCqz,Gitine Dispensary
YAjqEjOw6KX,Gitine Medical Clinic
DOAYQQoOT0O,Gitiri Community Dispensary
yzlSJ0fyLHL,Gitiri dispensary
BZSf8R1iMRj,Gitithia Dispensary
xIrVFUsVLbR,Gitogoto Dispensary
LR3tTMOjg7J,Gitombani Dispensary
EgZh5MF3p8h,Gituamba (Aipca) Dispensary
J05GfbGgAb7,Gituamba Community Dispensary
iJawbrhepIT,Gituamba Dispensary
T8WnSVmrDxF,Gituamba Mathore Dispensary
GqyOLiYRtvM,Gituamba Medical Clinic
sLnrCNP4x32,Gitugi Dispensary (Nyeri South)
uY5qqY2nhPt,Gitugi Health Centre (Muranga North)
v9USm2ffjcr,Gitugu Dispensary
SW9e8ABN934,Gitui Catholic Dispensary
nnucxaoxjWU,Gitunduti Catholic Dispensary
L4BZmlX3wMv,Gitunduti Medical Clinic
Jsusjdxe8YK,Gitura Dispensary
xTpaxY6vcqw,Gitura Dispensary
en2NybPOjPi,Gituru (AIC) Dispensary
E8oBZM3n8cY,Gituru Dispensary
r9fsGBlOXE2,Gitwamba Health Centre
NRrl8jpHvoR,Gitwe Medical Clinic
XDi65HF3H6f,Givigoi Dispensary
xMHtgmoaubR,Givole Dispensary
LeATvvxVKcP,Givudimbuli Health Centre
sZ9xbF13E0d,Gladwell Community Health Services
OMKU4HGnvyU,Gladwell-B
OKVs6Ik2J3q,Glaisa Medical Clinic
wMIJy7nJrZ9,Global Homecare Limited Medical Centre
ekNc0k0k11q,Global Medical Centre
RSHMLTdQ7P2,Global Optic Wear Cottage Hospital
YGTBDdMQ9vr,Globe Medical Centre
ywThxVHkXfr,Glofem Medical Clinic
pK3jMXrh9YP,Gloria Medical Clinic
uMEdVftX1tf,Glorious Medical Clinic
vZIKWRMZcMS,Glory (CFW) Clinic (Kiamugumo)
x7YNiQMxrj2,Glory Child & Family Wellness Clinic
Vx2cKs1FhBg,Glory Health Clinic
yY4gYTblNzC,Glory Medical Clinic
j5lTkz5ovZG,Glory Medical Clinic
coQR90nETZU,Glory Medical Clinic
r8y6KAVCAhC,Glory Medical Clinic (Gilgil)
jWjqLpmqweB,Glory Medical Clinic (Kangundo)
w05r5ceuKRK,Glory Medical Clinic (Mogotio)
AvdzlZCOzIU,Glory Medical Clinic (Tana River)
L59OG1acVDg,Glory Medical Clinic - Lanet
fP4mwhG91Ja,Glory Ministry Medical Clinic
fzBXBHr6zFh,Glosa Medical Centre
hl6iq45XKPQ,Glovnet VCT
c90fDGiV3cb,Go Down Clinic
APRSsUJAVrP,Gobei Health Centre
TgFCAIIfuFv,God Agak Health Centre
PDyeLKnFQIt,God Agulu
G44EhGVs2FX,God Jope Dispensary
Dp9uga9zfqH,God Kwer Dispensary
LZzZRbwXUTX,God's Favour Medical Centre
fogDlL82GID,God's Will Clinic
N1fl0ayiKHv,God`s will medical clinc
IlPlC1wPLOt,Godber Health Centre
kdWojQWcVGb,Godbura Health Centre
LwCSAAcXVIh,Godha Dispensary
qBmMdCCXus8,Godo Dispensary
sQSVjX6mHKl,Godoma Health Centre (Nep)
fMeJNaesJ50,Godoma Model Health Centre (Moyale)
cnTitFnzOOT,Gods Will Medical Clinic
Zg5gzV6yNTm,Gogo Dispensary
P7SlMYdD0xp,Gogoni Medical Clinic
jWxUMRsb1yT,Golden Heart Clinic
fCBlGkWKqCK,Golden Maxima Nyacaba Medical Centre
igRjVERA2t1,Golden Medical Clinic-Mlolongo
kxnXqgLyy81,Goldenlife Medical Centre Naivasha
P0NgegX5uEG,Goldstar Drop In Centre
cYaFE45Lg4V,Golgotha Medical Centre
yLqdclpEWWZ,Golole Dispensary
P84C31g6kIl,Gomba Medical Clinic
TfsKMWO3CEU,Gombato Dispensary (CDF)
ZnCBjKmnr8c,Gombe Dispensary
ZfU05swiCF7,Gombe Kokulo Health Centre
KRC06WZHgOL,Gongo Dispensary
AzOEyXz9Alb,Gongo Health Centre
hRvE0UfQ1LZ,Gongoni Health Centre
q5FQ3AIpXih,Gongoni Medical Clinic
h3rApxDI2hL,Good Health Clinic (Ngong)
w73eAR9qTwd,Good Health Medical Clinic
yRQdFgoIMSz,Good Hope Clinic
W9W5laYM5Qi,Good Hope Hospital
v1NgpfZ93rf,Good Hope Medical Clinic
ECm0iQxQkjl,Good Neighbour Medical clinic
Dis7AHWeZ0R,Good Neighbours Medical Clinic
CZxlonoRruj,Good Samaritan (ACK) Medical Clinic
kG1MVBk2jrq,Good Samaritan Clinic
zxi7V0eJPOR,Good Samaritan Dispensary
BMmEDy0w1Ot,Good Samaritan Health Services (Kirinyaga)
ww7M1gmPdY1,Good Samaritan Medical Clinic
cfRcTDkaUMx,Good Shepherd (Gikoe)
DPmbpX7Npsj,Good Shepherd Ang'iya
rmnpXn7cV2P,Good Shepherd Dispensary
bXFPC22CGnP,Good Shepherd Medical Clinic
BXHBKl1U6Xg,Good Shepherd Medical Clinic (Nyeri North)
vyZ6cmvPtRV,Good Shepherd Medical Clinic (Nyeri South)
AaBbbzG8b0S,Goodlife Medical Centre Kambu
RoFkfz8O9kB,Goodman medical clinic
kTsnlxz83Gt,Goodwill Clinic
iKKC6ikYtKa,Goodwill Cottage Hospital
HOVVPxBgRbj,Goodwill Medical Clinic
va5acmhsWyX,Gorgor Dispensary
hjyclwwMnEP,Goro Rukesa Dispensary
f6oyClxdEpJ,Gorofani Medical Clinic
XlWkXi5IeMS,Gosebe Dispensary
ECx3kHWPkD0,Goseta Dispensary
MthOM2t6TCs,Goshen Dispensary
BG3nuIFPVic,Goshen Medical Clinic
K4evnArvEYW,Goshen Medical Clinic
l10y6WBG7Ev,Gosheni Medical Clinic
DVnHWnAZOjR,Got Agulu Sub-District Hospital
H8zbf1TS3qy,Got Kachola Dispensary
O3IcMfXrjBu,Got Kamondi Dispensary
Wd7fRx7kIDT,Got Kojowi Health Centre
QPZ9f0CtO2r,Got Koyembe Dispensary
LUgqcwSvTS4,Got Matar Health Centre
FxwJAofV4uL,Got Nyabondo Health Centre
LbmVLnLqHYT,Got Orango Dispensary
M6pRVexaXwC,Got Osimbo Dispensary
S3nhzDadRjF,Got Oyaro Dispensary
L8bQq9Rduzp,Got Rachar Dispensary
dDUH3HhyOUc,Got Regea Dispensary
dflOe2CKktL,Got Winyo Dispensary
K1YU8aOlHWu,Gotani Model Health Centre
tpE3vgau3jI,Gotichaki Health Centre
JsYwJYhccKp,Gozani Dispensary
bkViKm66btJ,Grace Baricho Clinic
Bou0s5L5qz9,Grace Home Medical Clinic Banana
KMThS9RKTb9,Grace Medical Care Centre
Tp0QM7ZzQM3,Grace Medical Centre
cUhRF8XLO7L,Grace Medical Clinic
zPp0JDaNPBc,Grace Medical Clinic
lGj9t1ozZ30,Grace Medical Clinic (Kamuwongo)
dRlvJ9a1bpn,Grace and Compassionate Home
vg1Ben9IARc,Graceheal Health Care
xqOEovNCpxV,Gracepark Medical Centre
H18q9RUNZPF,Gracimed HealthCare
mvzVhIZFzBC,Gracious Day Medical Centre(Tala)
EYAftudXX2C,Gracious Medical Clinic
aXqjvA6DCHz,Grafrodei Medical Clinic
YwNNF2PBc5H,Gram's Medical Clinic
Qm7eL0uif0G,Grand Avens Clinic
Q7rxQMCz80D,Grand Metropolitan Medical Center
RFhbfqMrQjZ,Grandmed Hospital
kg0C82G806d,Granny Medical Clinic
YpRhSSvvsH2,Granton & Dolly Nursing Home
OqCFB5g4scd,Grassland Dispensary
xOzIPNpciWa,Grassroot Community Health Services
iOhHYsBaP3Z,Grawin Medical Clinic
LHfgQK9oqrY,Grays Medical Centre
CWLL4Q7V9XW,Grazia Medical Clinic
EQrX5OjiAns,Great Comm Medical Clinic
g6OJMei57dW,Great Level Clinic
AzQ2akbQQ57,Greater Kadibo Medical
ct7MzJJHOGb,Greater Victory Fellowship Dispensary
ZpEqLYEsl4l,Greatmed Medical Centre
gFy0h8lquMs,Green Cross Medical Clinic
u7WD0kio2li,Green Gate Medical Centre
CdVQ1LcZkwg,Green Hill Medical Clinic
yNBA0yT1fGT,Green Park  Dispensary-Railways
d7REcSgw8n9,Green Park Health Care
VJrq2ZoA12x,Green Valley Clinic
CVLB2k0Djlp,Green View Medical Clinic
vH4EIxUQ2AN,Greenspan Medical Centre
mPB5WBBOvKp,Greenview Medical Centre
jbNkZUCuZhB,Greenview Nursing Home
yoExW61ga83,Griftu District Hospital
cXOzqJrz5Lq,Gsu Dispensary (Kabarak)
TKkmK0wUz7B,Gsu Hq Dispensary (Ruaraka)
H52Btcdn0kN,Gtz Dispensary
CctsHfr4MXU,Guardian Family Care Likuyani
j1Fovj5I0gc,Guardian Medical Clinic
VHbLbafZC0N,Guardian Medical Services
ErBiK473y5e,Guba Dispensary
k49pJXFRMBa,Gucha Maternity and Nursing Home
Y87ZGSAcivK,Gucha Sub County Referral Hospital
yAiMZ8DlNbL,Gudvisseon Medical And Eye Clinic
DyIqsHhjfaL,Gulanze Dispensary
VtysEcYI1fV,Guled Clinic
qIDnFa9r74A,Gulumuse Dental Centre
M6ezq834QYH,Gumba Health Centre
pd3i5ar8Hpb,Gunana Dispensary
DZishvlwTBk,Gundua Health Centre
zaLUxZLTjYC,Gurar Health Centre
wUI6iHnwZF4,Guru Nanak Clinic
iNFmUPNw6nI,Guru Nanak Dispensary
K7r7jBykuLt,Guru Nanak Hospital
VIxTzJOTQLe,Gurufa Dispensary
aV6bPSP3SAz,Gurumesa Dispensary
xwFsZvjltX5,Gus Dispensary
r1ehc07JKNG,Guticha Dispensary
JQs30rAkjMP,Guyana Medical Clinic
fb6IuqPC7fr,Gwitembe Health Centre
VaJGwOmLhxh,Gynapaed Dispensary (Kilimani)
CFHeD5NNtfZ,Gynocare Centre Maternity Home
MQNJWWnXp35,Gynocare womens &fistula hospital
wq20Yqs0Xbz,HAPA Kenya-Voi  M/C
NDYoT5TaCxq,HARDIMTU
tm1fKWJwLDq,HUDUD NURSING HOME
vm3AUXjM1CA,HUSSEIN TAROLE MEDICAL CLINIC
ZVjBzM0mybV,HWWK Maua Dice
cCChZaYoLaI,Habaswein District Hospital
UcQFUPY1Lnd,Hadado Health Centre
eNk2Eu2v03i,Hadama Dispensary
NJLSPESJnBI,Hadar Medical Clinic
l7p1xCdtwZ1,Hadar Medical Clinic
rWpJLyNn6BJ,Hadley dispensary
tHvPXKLObim,Hagadera Hospital
TJ1XC7INTvl,Hagarbul Dispensary
Ac0FOrsobG3,Hagarjarir Dispensary
w4qbg4Eh8Ea,Hakati Dispensary
ONAdqxYAumV,Hakati Medical Clinic
fdqvLPWLeSU,Hakika Medical clinic
qxwSps0OMzP,Hakuna Matata Medical Clinic
hzH3Qn2DCnm,Halane
ItbYjGgxGbY,Halane Dispensary
HAgMvOxSPe8,Halifax
SKn6Zudn13D,Halisi Family Hospital
dfoRa4lVxmq,Hallmark Mlolongo
p8nL9w7e42d,Ham Medical Clinic
VIdZDSJzdOR,Hamdan Medical Clinic
mWR2tZ1Sho8,Hamey Dispensary
zwnu6Pa5gLi,Hamisi Sub County Hospital
QnQPGj70DwI,Hamsadam Medical Clinic
zYY0B4vnqpE,Hamundia Health Centre
H6s6jXZ9C8F,Hamza Medical Centre
z6QPL6JupY7,Handaro Dispensary
QjZjBslwxVX,Hapakenya Medical Clinic
FcAZnakVFS5,Happy Clinic (Kebirigo)
QWXeBzzgnFf,Happy Magwagwa Clinic
