County,SubCounty,Facility
Nyeri County,Rware Ward,Good Samaritan (ACK) Medical Clinic
Nyeri County,Rware Ward,Good Shepherd Medical Clinic (Nyeri South)
Nyeri County,Rware Ward,Jowasi Medical clinic
Nyeri County,Rware Ward,Kangemi CNS
Nyeri County,Rware Ward,Karen Hospital Annex
Nyeri County,Rware Ward,Kenya Institute of Professional Counsellors
Nyeri County,Rware Ward,Kimathi Health Care Medical Clinic
Nyeri County,Rware Ward,Lions Sightfirst Eye Hospital Nyeri
Nyeri County,Rware Ward,Little Flower Dispensary
Nyeri County,Rware Ward,Makwa Medical Clinic
Nyeri County,Rware Ward,Marie Stopes Clinic (Nyeri South)
Nyeri County,Rware Ward,Mary Immaculate (Kingongo)
Nyeri County,Rware Ward,Matara ENT Clinic
Nyeri County,Rware Ward,Matura Medical Care
Nyeri County,Rware Ward,Medanta AfriCare Medical Clinic
Nyeri County,Rware Ward,Medical Training College (Nyeri)
Nyeri County,Rware Ward,Mwangaza Gen/Eye Clinic
Nyeri County,Rware Ward,Nahashon Mwangi Medical Clinic
Nyeri County,Rware Ward,National Hospital Insurance Fund Central
Nyeri County,Rware Ward,Neema Optician Eye Clinic
Nyeri County,Rware Ward,Nyeri (Islamic Foundation) Clinic
Nyeri County,Rware Ward,Nyeri Audio Center
Nyeri County,Rware Ward,Nyeri Central Public Health Divisional Office
Nyeri County,Rware Ward,Nyeri County Beyond zero clinic
Nyeri County,Rware Ward,Nyeri Dental Clinic
Nyeri County,Rware Ward,Nyeri Health Care X Ray Clinic
Nyeri County,Rware Ward,Nyeri Hospice
Nyeri County,Rware Ward,Nyeri Medical centre
Nyeri County,Rware Ward,Nyeri Primary School Dispensary
Nyeri County,Rware Ward,Nyeri Provincial General Hospital (PGH)
Nyeri County,Rware Ward,Nyeri Surgical Care Centre
Nyeri County,Rware Ward,Nyeri Town Health Centre
Nyeri County,Rware Ward,Nyeri Youth Health Centre (Family Health Options Kenya)
Nyeri County,Rware Ward,Outspan Hospital Town Clinic
Nyeri County,Rware Ward,Phatholab Laboratory
Nyeri County,Rware Ward,Plaza Medical Laboratory
Nyeri County,Rware Ward,Police Line Dispensary (Nyeri South)
Nyeri County,Rware Ward,Provincial Police Headquarters VCT Centre
Nyeri County,Rware Ward,Rware Clinic
Nyeri County,Rware Ward,St Cecilia Nursing Home
Nyeri County,Rware Ward,St Monica Dispensary
Nyeri County,Rware Ward,The Mountain Springs Health Services
Nyeri County,Rware Ward,The Shepherd Medical Centre
Nyeri County,Rware Ward,Thuti medical clinic
Nyeri County,Rware Ward,Tonys Medical Clinic
Nyeri County,Rware Ward,Tumaini (ACK) Medical Clinic
Nyeri County,Rware Ward,Tumaini Medical Clinic (Nyeri South)
Nyeri County,Rware Ward,Upendo Medical Care
Nyeri County,Rware Ward,Wama Medical Clinic (Kiganjo)
Nyeri County,Rware Ward,Wama Medical Clinic (Mukaro)
Nyeri County,Rware Ward,Zakary Ndegwa Laboratory
Nyeri County,Thegu River Ward,Chaka Health Services Clinic
Nyeri County,Thegu River Ward,Chaka Tiba Medical Clinic
Nyeri County,Thegu River Ward,Diana Medical Clinic
Nyeri County,Thegu River Ward,Kids Alive Dispensary
Nyeri County,Thegu River Ward,St Marks Medical Clinic
Nyeri County,Thegu River Ward,Thung'ari Dispensary
Nyeri County,Thegu River Ward,Thuti Medical Clinic
Nyeri County,Thegu River Ward,WellMuck Medical Centre
Nyeri County,Wamagana Ward,Community Medical Clinic
Nyeri County,Wamagana Ward,Delina Health Care
Nyeri County,Wamagana Ward,GOD'S Favour CNS
Nyeri County,Wamagana Ward,Gachatha Medical Clinic (Nyeri South)
Nyeri County,Wamagana Ward,Gladwell Community Health Services
Nyeri County,Wamagana Ward,Hubuini Dispensary
Nyeri County,Wamagana Ward,Jamaica Medical Clinic
Nyeri County,Wamagana Ward,Kagioini Catholic Dispensary
Nyeri County,Wamagana Ward,Karangia Medical Clinic
Nyeri County,Wamagana Ward,Kariguini Dispensary
Nyeri County,Wamagana Ward,Kiandu Medical Clinic
Nyeri County,Wamagana Ward,Mathakwaini (PCEA) Dispensary
Nyeri County,Wamagana Ward,Mukarara Medical Clinic
Nyeri County,Wamagana Ward,Munyaka Medical Clinic
Nyeri County,Wamagana Ward,Ndugamano Dispensary
Nyeri County,Wamagana Ward,Royal Community Nursing Services
Nyeri County,Wamagana Ward,Rural Medical Clinic (Nyeri South)
Nyeri County,Wamagana Ward,Unjiru Health Centre
Nyeri County,Wamagana Ward,Wamagana Health Centre
Nyeri County,Wamagana Ward,Wandumbi Dispensary
Samburu County,Angata Nayokie Ward,Angata Nanyokie Dispensary
Samburu County,Angata Nayokie Ward,Barsaloi Catholic Dispensary
Samburu County,Angata Nayokie Ward,Barsaloi GK Dispensary
Samburu County,Angata Nayokie Ward,Morijo (KEC) Dispensary
Samburu County,Angata Nayokie Ward,Nkorika Dispensary
Samburu County,Baawa Ward,Baawa Community Dispensary
Samburu County,Baawa Ward,Lchakwai Dispensary
Samburu County,Baawa Ward,Muruangai Dispensary
Samburu County,Baawa Ward,Opiroi Dispensary
Samburu County,El-barta Ward,Baragoi Catholic Dispensary
Samburu County,El-barta Ward,Baragoi Sub County Hospital
Samburu County,El-barta Ward,Lorrok Onyikie Dispensary
Samburu County,El-barta Ward,Masikita Dispensary
Samburu County,Lodokejek Ward,Kirimun GK Dispensary
Samburu County,Lodokejek Ward,Kisima Health Centre
Samburu County,Lodokejek Ward,Lkiloriti Dispensary
Samburu County,Lodokejek Ward,Lmisigiyoi Dispensary
Samburu County,Lodokejek Ward,Lodokejek Catholic Dispensary
Samburu County,Lodokejek Ward,Loltulelei Friends Dispensary
Samburu County,Lodokejek Ward,NYS Dispensary (Kirimun)
Samburu County,Lodokejek Ward,Naibor Keju Dispensary
Samburu County,Lodokejek Ward,Valle View Kisima Med Clinic
Samburu County,Lodokejek Ward,Ziontwo Medical Clinic
Samburu County,Loosuk Ward,Lesidai Dispensary
Samburu County,Loosuk Ward,Loosuk Health Centre
Samburu County,Loosuk Ward,lolkunono Dispensary
Samburu County,Maralal Ward,Al-Arbrar Medical Clinic
Samburu County,Maralal Ward,Alpha Medical Clinic
Samburu County,Maralal Ward,Bliss Health Care Maralal
Samburu County,Maralal Ward,Community Health Trust (CHAT) Mobile Clinic
Samburu County,Maralal Ward,Community Medical and Lab Services Clinic
Samburu County,Maralal Ward,County Medicare Ltd(Maralal Nursing Home)
Samburu County,Maralal Ward,Fawz Hospital Limited_maralal
Samburu County,Maralal Ward,Glofem Medical Clinic
Samburu County,Maralal Ward,Ledero Dispensary
Samburu County,Maralal Ward,Lkuroto Dispensary
Samburu County,Maralal Ward,Lpartuk Dispensary
Samburu County,Maralal Ward,Maralal Catholic Dispensary
Samburu County,Maralal Ward,Maralal GK Prison Dispensary
Samburu County,Maralal Ward,Maralal Medical Clinic
Samburu County,Maralal Ward,Namelok Medical Clinic
Samburu County,Maralal Ward,Nile Medical Clinic
Samburu County,Maralal Ward,Pims Medical Clinic
Samburu County,Maralal Ward,Reliance Medical Clinic
Samburu County,Maralal Ward,Samburu Beyond Zero Mobile Clinic
Samburu County,Maralal Ward,Samburu County Referral Hospital
Samburu County,Maralal Ward,Samburu Doctors Plaza Medical Centre
Samburu County,Maralal Ward,Shabaa Healthcare Maralal
Samburu County,Maralal Ward,Sonheal Medical Centre
Samburu County,Maralal Ward,Times Medical Clinic
Samburu County,Maralal Ward,x Medical Outreach
Samburu County,Nachola Ward,Logetei Dispensary
Samburu County,Nachola Ward,Marti Dispensary
Samburu County,Nachola Ward,Nachola Health Centre
Samburu County,Ndoto Ward,Arsim Lutheran Health Centre
Samburu County,Ndoto Ward,Latakweny Health Centre
Samburu County,Ndoto Ward,Lesirikan Health Centre
Samburu County,Ndoto Ward,Loikumkum Dispensary
Samburu County,Ndoto Ward,Seren Dispensary
Samburu County,Ndoto Ward,Sererit Catholic Dispensary
Samburu County,Ndoto Ward,Urah Dispensary
Samburu County,Nyiro Ward,Anderi Dispensary
Samburu County,Nyiro Ward,Loonjorin Dispensary
Samburu County,Nyiro Ward,Parkati Dispensary
Samburu County,Nyiro Ward,South Horr (Catholic) Health Centre
Samburu County,Nyiro Ward,South Horr Health Centre
Samburu County,Nyiro Ward,Tuum Dispensary
Samburu County,Nyiro Ward,Waso Rongai Dispensary
Samburu County,Porro Ward,Nauneri Dispensary
Samburu County,Porro Ward,Porro Health Centre
Samburu County,Porro Ward,Seketet Dispensary
Samburu County,Porro Ward,Sirata Oirobi Dispensary
Samburu County,Suguta Marmar Ward,Angata Rongai Dispensary
Samburu County,Suguta Marmar Ward,Logorate Dispensary
Samburu County,Suguta Marmar Ward,Lolgese Dispensary
Samburu County,Suguta Marmar Ward,Lolmolog Dispensary
Samburu County,Suguta Marmar Ward,Longewan Dispensary
Samburu County,Suguta Marmar Ward,Pema Medical Clinic-Samburu
Samburu County,Suguta Marmar Ward,Suguta Marmar Catholic Dispensary
Samburu County,Suguta Marmar Ward,Suguta Marmar Health Centre
Samburu County,Suguta Marmar Ward,Zion Medical Clinic Suguta
Samburu County,Wamba East Ward,Catholic Hospital Wamba
Samburu County,Wamba East Ward,Clace La varde Medical Clinic
Samburu County,Wamba East Ward,Lengusaka Dispensary
Samburu County,Wamba East Ward,Lerrata Dispensary
Samburu County,Wamba East Ward,Lolkuniyani Dispensary
Samburu County,Wamba East Ward,Sarara Foundation Nomadic medical Clinic
Samburu County,Wamba East Ward,Wamba Health Centre
Samburu County,Wamba East Ward,Wima Medical Clinic (Samburu East)
Samburu County,Wamba North Ward,Lmarmaroi Dispensary
Samburu County,Wamba North Ward,Marte Elepareu Dispensary
Samburu County,Wamba North Ward,Nairimirimo Dispensary
Samburu County,Wamba North Ward,Ndonyo Nasipa Dispensary
Samburu County,Wamba North Ward,Ngilai Dispensary
Samburu County,Wamba North Ward,Oromodei Dispensary
Samburu County,Wamba North Ward,Swari Model Health Centre
Samburu County,Wamba West Ward,Intrepids Dispensary
Samburu County,Wamba West Ward,Lodungokwe Health Centre
Samburu County,Wamba West Ward,Ngutuk-Engiron Dispensary
Samburu County,Wamba West Ward,Nkaroni Dispensary
Samburu County,Wamba West Ward,Nkutuk Elmuget Dispensary
Samburu County,Wamba West Ward,Remot Dispensary
Samburu County,Wamba West Ward,Samburu Lodge Dispensary
Samburu County,Wamba West Ward,Sopa Lodge Dispensary
Samburu County,Wamba West Ward,West Gate Dispensary
Samburu County,Waso Ward,Archers Post Health Centre
Samburu County,Waso Ward,Archers Post Sub-County Hospital
Samburu County,Waso Ward,Baraka Medical Clinic (Samburu East)
Samburu County,Waso Ward,Kiltamany Dispensary
Samburu County,Waso Ward,Laresoro Dispensary
Samburu County,Waso Ward,Ndonyo Wasin Dispensary
Samburu County,Waso Ward,Sereolipi Health Centre
Siaya County,Central Alego Ward,Boro Dispensary
Siaya County,Central Alego Ward,Kadenge Ratuoro Health Centre
Siaya County,Central Alego Ward,Karuoth Dispensary
Siaya County,Central Alego Ward,Kochieng' Dispensary
Siaya County,Central Alego Ward,Lake Kanyaboli Community Dispensary
Siaya County,Central Alego Ward,Linda Jamii Healthcare LTD
Siaya County,Central Alego Ward,Nyadhi Dispensary
Siaya County,Central Alego Ward,Segere Dispensary
Siaya County,Central Alego Ward,St Mary's Desimoah Nursing Home
Siaya County,Central Alego Ward,Uhembo Community Dispensary
Siaya County,Central Gem Ward,Gongo Health Centre
Siaya County,Central Gem Ward,Lela Dispensary
Siaya County,Central Gem Ward,Masogo Dispensary (Gem)
Siaya County,Central Gem Ward,Nyawara Health Centre
Siaya County,Central Gem Ward,Olengo Dispensary
Siaya County,Central Gem Ward,Ruoth's Hospital
Siaya County,Central Sakwa Ward,Granny Medical Clinic
Siaya County,Central Sakwa Ward,Kokuro Dispensary
Siaya County,Central Sakwa Ward,Kopolo Clinic
Siaya County,Central Sakwa Ward,Mbeka Dispensary
Siaya County,Central Sakwa Ward,Ndeda Dispensary
Siaya County,Central Sakwa Ward,Nice Veew Medical Clinic
Siaya County,Central Sakwa Ward,Nyang'oma Mission Health Centre
Siaya County,Central Sakwa Ward,Rapogi Dispensary
Siaya County,Central Sakwa Ward,Serawongo Dispensary
Siaya County,Central Sakwa Ward,Ubuntu Afya Ninalakeside clinic
Siaya County,Central Sakwa Ward,Uyawi Sub County Hospital
Siaya County,East Asembo Ward,Abidha Health Centre
Siaya County,East Asembo Ward,Asembo Bay Health Clinic (Rarieda)
Siaya County,East Asembo Ward,Ndori Health Centre
Siaya County,East Asembo Ward,Nyayiera Dispensary (Rarieda)
Siaya County,East Asembo Ward,Omia Diere Dispensary
Siaya County,East Asembo Ward,Ong'ielo Model Health Centre
Siaya County,East Asembo Ward,Sagam CFW Clinic Ndori
Siaya County,East Asembo Ward,St Mathews Kandaria Dispensary
Siaya County,East Asembo Ward,Tumaini DICE - Asembo Bay
Siaya County,East Gem Ward,Dolphil Nursing & Maternity Home
Siaya County,East Gem Ward,Lihanda Health Centre
Siaya County,East Gem Ward,Marenyo Health Centre
Siaya County,East Gem Ward,Mindhine Dispensary
Siaya County,East Gem Ward,Onding Dispensary
Siaya County,East Gem Ward,Ramula Health Centre
Siaya County,East Gem Ward,Sagam Community Hospital
Siaya County,East Ugenya Ward,Bar Ndege Dispensary
Siaya County,East Ugenya Ward,Bar Ober Medical Services
Siaya County,East Ugenya Ward,Hessed Clinic Masiro
Siaya County,East Ugenya Ward,Inungo Dispensary
Siaya County,East Ugenya Ward,Konya Community Dispensary
Siaya County,East Ugenya Ward,Konya Dispensary
Siaya County,East Ugenya Ward,Luthehe Dispensary
Siaya County,East Ugenya Ward,Masasia Dispensary
Siaya County,East Ugenya Ward,Umer Dispensary
Siaya County,East Ugenya Ward,Urenga Health Centre
Siaya County,North Alego Ward,Kaluo Health Centre
Siaya County,North Alego Ward,Mbaga Health Centre
Siaya County,North Alego Ward,Nyathengo Dispensary
Siaya County,North Alego Ward,Ober Ogunga Dispensary
Siaya County,North Alego Ward,Sustainable Action Plus Clinic
Siaya County,North Alego Ward,Ulafu Dispensary
Siaya County,North Alego Ward,Umala Dispensary
Siaya County,North Gem Ward,Asayi Dispensary
Siaya County,North Gem Ward,Gogo Dispensary
Siaya County,North Gem Ward,Got Regea Dispensary
Siaya County,North Gem Ward,Harmony Medical Clinic
Siaya County,North Gem Ward,Inuka Hospital & Maternity Home
Siaya County,North Gem Ward,Malanga Health Centre
Siaya County,North Gem Ward,Maliera SDA Dispensary
Siaya County,North Gem Ward,Ndere Health Centre
Siaya County,North Gem Ward,Sirembe Dispensary
Siaya County,North Sakwa Ward,Acela Community Clinic
Siaya County,North Sakwa Ward,Aro (SDA) Dispensary
Siaya County,North Sakwa Ward,Bondo Medical Clinic
Siaya County,North Sakwa Ward,Bondo University Clinic
Siaya County,North Sakwa Ward,Gobei Health Centre
Siaya County,North Sakwa Ward,Haven Hospital
Siaya County,North Sakwa Ward,Junction Clinic
Siaya County,North Sakwa Ward,KOREGE BONDO
Siaya County,North Sakwa Ward,Kibuye Dispensary
Siaya County,North Sakwa Ward,Mainland Relief Hospital
Siaya County,North Sakwa Ward,Manyonge Dispensary
Siaya County,North Sakwa Ward,Masinya Dispensary
Siaya County,North Sakwa Ward,Mawere Dispensary
Siaya County,North Sakwa Ward,Our Lady of Perpetual Sisters VCT (Bondo)
Siaya County,North Sakwa Ward,Owens Nursing Home
Siaya County,North Sakwa Ward,Port Florence Dispensary
Siaya County,North Sakwa Ward,Relief Medical Clinic
Siaya County,North Sakwa Ward,Tuungane Dice
Siaya County,North Ugenya Ward,Gedmed Medical Center and Nursing Home Sega
Siaya County,North Ugenya Ward,Grandmed Hospital
Siaya County,North Ugenya Ward,Home Pearl Medical Clinic
Siaya County,North Ugenya Ward,Jera Dispensary
Siaya County,North Ugenya Ward,Ligala Dispensary
Siaya County,North Ugenya Ward,Nyamsenda Dispensary
Siaya County,North Ugenya Ward,Obwogre Dispensary
Siaya County,North Ugenya Ward,Rafiki Medical Clinic Sega
Siaya County,North Ugenya Ward,Sega Cottage Hospital
Siaya County,North Ugenya Ward,Sega Dispensary
Siaya County,North Ugenya Ward,Sega Mission Hospital
Siaya County,North Uyoma Ward,Chianda Dispensary (Rarieda)
Siaya County,North Uyoma Ward,Kopiata Beach Dispensary (Rarieda)
Siaya County,North Uyoma Ward,Kunya Dispensary
Siaya County,North Uyoma Ward,Lumumba Health Unit
Siaya County,North Uyoma Ward,Mama Anns Odede Community Health Centre
Siaya County,North Uyoma Ward,Masala Dispensary
Siaya County,North Uyoma Ward,Rageng'ni Dispensary
Siaya County,North Uyoma Ward,Ruma Ubuntu Afya Medical Clinic
Siaya County,Siaya Township Ward,Awenasa Medical Clinic
Siaya County,Siaya Township Ward,Bama Hospital
Siaya County,Siaya Township Ward,Bliss GVS Health Care Limited-Siaya
Siaya County,Siaya Township Ward,GEDMED MEDICAL CENTER AND NURSING HOME
Siaya County,Siaya Township Ward,GOK Prison Siaya
Siaya County,Siaya Township Ward,Gedmed Medical Centre & Nursing Home Siaya - Mwisho Mwisho
Siaya County,Siaya Township Ward,Jalsonga Medical Clinic
Siaya County,Siaya Township Ward,Jamii Clinical Services Clinic
Siaya County,Siaya Township Ward,Kimali  Medical Clinic
Siaya County,Siaya Township Ward,Mulaha Dispensary
Siaya County,Siaya Township Ward,Oasis Health Siaya
Siaya County,Siaya Township Ward,Paula Nursing Home
Siaya County,Siaya Township Ward,Pemah Nursing and Maternity Home
Siaya County,Siaya Township Ward,Port Florence Clinic
Siaya County,Siaya Township Ward,Siaya County Referral Beyond Zero Mobile Clinic
Siaya County,Siaya Township Ward,Siaya County Referral Hospital
Siaya County,Siaya Township Ward,Siaya Medical Centre
Siaya County,Siaya Township Ward,Silverpoint Dental clinic
Siaya County,Siaya Township Ward,Siwadhe Medical Clinic
Siaya County,Siaya Township Ward,TUMAINI DICE-SIAYA
Siaya County,Siaya Township Ward,Vision Gate Eye Care
Siaya County,Siaya Township Ward,Wespram Medical centre
Siaya County,Sidindi Ward,Rangala Health Centre
Siaya County,Sidindi Ward,Sikalame Dispensary
Siaya County,Sidindi Ward,Simenya Health Centre
Siaya County,Sidindi Ward,Uhuyi Dispensary
Siaya County,Sigomere Ward,Got Osimbo Dispensary
Siaya County,Sigomere Ward,Muhwayo Dispensary
Siaya County,Sigomere Ward,Sigomere Sub County Hospital
Siaya County,Sigomere Ward,Tingare Dispensary
Siaya County,Sigomere Ward,Uloma Dispensary
Siaya County,Sigomere Ward,Uluthe Dispensary
Siaya County,South East Alego Ward,Ashburn Ohuru Nursing Home
Siaya County,South East Alego Ward,Bar Agulu Dispensary
Siaya County,South East Alego Ward,Bar Olengo Dispensary
Siaya County,South East Alego Ward,Barding Dispensary
Siaya County,South East Alego Ward,Future Life Dispensary
Siaya County,South East Alego Ward,Got Koyembe Dispensary
Siaya County,South East Alego Ward,Kogelo Dispensary
Siaya County,South East Alego Ward,Mur Malanga Dispensary
Siaya County,South East Alego Ward,Nduru Dispensary
Siaya County,South East Alego Ward,Ng'iya Health Centre
Siaya County,South East Alego Ward,Ngiya Community Hospital Limited
Siaya County,South East Alego Ward,Pap Oriang' Dispensary
Siaya County,South East Alego Ward,Randago Dispensary
Siaya County,South East Alego Ward,Ting'wangi Health Centre
Siaya County,South Gem Ward,Akala Health Centre
Siaya County,South Gem Ward,Aluor Mission Health Centre
Siaya County,South Gem Ward,Kambare Dispensary
Siaya County,South Gem Ward,Kanyadet Dispensary
Siaya County,South Gem Ward,Lidha Dispensary
Siaya County,South Gem Ward,Ogero Dispensary
Siaya County,South Gem Ward,Rera Health Centre
Siaya County,South Gem Ward,Siala Kaduol
Siaya County,South Gem Ward,St Johns Medical Clinic
Siaya County,South Gem Ward,Uthanya Dispensary
Siaya County,South Sakwa Ward,Amoyo Healthcare Medical Clinic
Siaya County,South Sakwa Ward,Anyuongi Dispensary
Siaya County,South Sakwa Ward,Gombe Dispensary
Siaya County,South Sakwa Ward,Mabinju Dispensary
Siaya County,South Sakwa Ward,Matangwe Community Health Centre
Siaya County,South Sakwa Ward,Nyaguda Health Center
Siaya County,South Sakwa Ward,Ouya Dispensary
Siaya County,South Sakwa Ward,Oyamo Dispensary
Siaya County,South Uyoma Ward,Lieta Health Centre (Rarieda)
Siaya County,South Uyoma Ward,Madiany Sub County Hospital
Siaya County,South Uyoma Ward,Naya Health Centre
Siaya County,South Uyoma Ward,Rabel Dispensary
Siaya County,Ugunja Ward,Ambira Sub-County Hospital
Siaya County,Ugunja Ward,Anyiko Medical Clinic
Siaya County,Ugunja Ward,CFW Clinic Ugunja
Siaya County,Ugunja Ward,COPTIC CLINIC
Siaya County,Ugunja Ward,Home Ground Nursing Home
Siaya County,Ugunja Ward,Inuka Nursing Home
Siaya County,Ugunja Ward,Ligega Health Centre
Siaya County,Ugunja Ward,Matibabu Ugunja Clinic
Siaya County,Ugunja Ward,Rambula Dispensary
Siaya County,Ugunja Ward,St James Life Care Hospital
Siaya County,Ugunja Ward,St Paul Dispensary
Siaya County,Ugunja Ward,St. Raphael
Siaya County,Ugunja Ward,Tumaini DISC Clinic
Siaya County,Ugunja Ward,Uzima Clinic
Siaya County,Ukwala Ward,Matibabu Ukwala Clinic
Siaya County,Ukwala Ward,Osure Dispensary
Siaya County,Ukwala Ward,Riyadh Medical Clinic
Siaya County,Ukwala Ward,Ukwala Sub County Hospital
Siaya County,Usonga Ward,Benga Dispensary
Siaya County,Usonga Ward,Nyambare Health Centre
Siaya County,Usonga Ward,Rwambwa Sub-county Hospital
Siaya County,Usonga Ward,Stom Medical Centre
Siaya County,Usonga Ward,Sumba Community Dispensary
Siaya County,Usonga Ward,Uhembo Dispensary
Siaya County,West Alego Ward,Gangu Dispensary
Siaya County,West Alego Ward,Hawinga Health Centre
Siaya County,West Alego Ward,Kabura Uhuyi Dispensary
Siaya County,West Alego Ward,Mwer Dispensary
Siaya County,West Alego Ward,Nyamboyo Dispensary
Siaya County,West Alego Ward,Rabar Health Centre
Siaya County,West Alego Ward,Uradi Health Centre
Siaya County,West Asembo Ward,Bar Aluru Dispensary (Rarieda)
Siaya County,West Asembo Ward,Church of God in Christ Medical Centre
Siaya County,West Asembo Ward,Linda Jamii Clinic
